Chapter,Shloka,Sanskrit Word,Hindi Meaning,Transliterated Word,English Meaning
9,9,कर्माणि,कर्म,karmāṇi,Deed
9,9,निबधनन्ति,बाँधते हैं,nibadhananti,tie up
9,9,धनञ्जय,"धन और वैभव का स्वामी, अर्जुन",dhanañjaya,"Lord of wealth and glory, Arjun"
9,9,उदासीन,वत्,udāsīna,vat
9,9,आसीनम्,स्थित हुआ,āsīnam,situated
9,9,असक्तम्,आसक्ति रहित,asaktam,without attachment
9,9,तेषु,उन,teṣu,Wool
9,9,कर्मसु,कर्मो में।,karmasu,In deeds.
9,10,मया,मेरे द्वारा,mayā,by me
9,10,अध्यक्षेण,अध्यक्ष होने के कारण,adhyakṣeṇa,because of being the president
9,10,प्रकृति:,प्राकृत शक्ति,prakṛti:,natural power
9,10,सूयते,प्रकट होती है,sūyate,appears
9,10,स,दोनों,sa,Both
9,10,चर,अचरम्,cara,Acharam
9,10,हेतुना,कारण,hetunā,Reason
9,10,अनेन,इस,anena,This
9,10,कौन्तेय,"कुन्तीपुत्र, अर्जुन",kaunteya,"Kuntiputra, Arjun"
9,10,जगत्,भौतिक जगत,jagat,physical world
9,10,विपरिवर्तते,परिवर्तनशील।,viparivartate,Variable.
9,11,अवजानन्ति,उपेक्षा करते हैं,avajānanti,ignore
9,11,माम्,मुझको,mām,me
9,11,मूढाः,अल्प ज्ञानी,mūḍhāḥ,less knowledgeable
9,11,मानुषीम्,मनुष्य रूप में,mānuṣīm,in human form
9,11,तनुम्,शरीर,tanum,Body
9,11,आश्रितम्,मानते हुए,āśritam,Considering
9,11,परम्,दिव्य,param,divine
9,11,भावम्,व्यक्तित्व को,bhāvam,to personality
9,11,अजानन्तः,न जानते हुए,ajānantaḥ,without knowing
9,11,मम,मेरा,mama,My
9,11,भूत,प्रत्येक जीव का,bhūta,of every living being
9,11,महा,ईश्वरम्,mahā,ishwaram
9,12,मोघ,आशा:,mogha,Hope:
9,12,मोघ,कर्माण:,mogha,Karman:
9,12,मोघ,ज्ञानाः,mogha,Gyanah
9,12,विचेतसः,मोहग्रस्त,vicetasaḥ,infatuated
9,12,राक्षसीम्,आसुरी,rākṣasīm,demonic
9,12,आसुरीम्,नास्तिक,āsurīm,Atheist
9,12,च,तथा,ca,And
9,12,निश्चय,ही,niścaya,hee
9,12,प्रकृतिम्,प्राकृत शक्ति को,prakṛtim,to natural power
9,12,मोहिनीम्,मोहने वाली,mohinīm,captivating
9,12,श्रिताः,शरण ग्रहण करना।,śritāḥ,To take refuge.
9,13,महा,आत्मनः,mahā,atmanah
9,13,माम्,मुझको,mām,me
9,13,पार्थ,"पृथापुत्र, अर्जुन",pārtha,"Prithaputra, Arjun"
9,13,दैवीम्,प्रकृतिम्,daivīm,Nature
9,13,आश्रिताः,शरणग्रहण करना,āśritāḥ,take refuge
9,13,भजन्ति,भक्ति में लीन,bhajanti,absorbed in devotion
9,13,अनन्य,मनसः,ananya,Manasah
9,13,ज्ञात्वा,जानकर,jñātvā,after knowing
9,13,भूत,समस्त सृष्टि,bhūta,all creation
9,13,आदिम्,उदगम,ādim,ascension
9,13,अव्ययम्,अविनाशी।,avyayam,Indestructible.
9,14,सततम्,सदैव,satatam,forever
9,14,कीर्तयन्तः,दिव्य महिमा का गान,kīrtayantaḥ,hymn of divine glory
9,14,माम्,मेरी,mām,My
9,14,यतन्तः,प्रयास करते हुए,yatantaḥ,while trying
9,14,च,भी,ca,Too
9,14,दृढ,व्रताः,dṛḍha,vratah
9,14,नमस्यन्तः,नतमस्तक होकर,namasyantaḥ,bowing down
9,14,च,तथा,ca,And
9,14,माम्,मुझको,mām,me
9,14,भक्त्या,भक्ति में,bhaktyā,in devotion
9,14,नित्य,युक्ताः,nitya,Yuktaah
9,14,उपासते,पूजा करते हैं।,upāsate,Let's worship.
9,15,ज्ञान,यज्ञेन,jñāna,sacrifice
9,15,च,और,ca,And
9,15,अपि,भी,api,Too
9,15,अन्ये,अन्य लोग,anye,other people
9,15,यजन्तः,यज्ञ करते हुए,yajantaḥ,while performing yagya
9,15,माम्,मुझको,mām,me
9,15,उपासते,पूजते हैं,upāsate,worship
9,15,एकत्वेन,एकान्त भाव से,ekatvena,in a solitary manner
9,15,पृथक्त्वेन,अलग से,pṛthaktvena,separately
9,15,बहुधा,अनेक प्रकार से,bahudhā,in many ways
9,15,विश्वतः,मुखम् ब्रह्माण्डीय रूप में।,viśvataḥ,Mukham in cosmic form.
9,16,अहम्,मैं,aham,I
9,16,क्रतुः,वैदिक कर्मकाण्ड,kratuḥ,Vedic rituals
9,16,अहम्,मैं,aham,I
9,16,यज्ञः,समस्त यज्ञ,yajñaḥ,all sacrifice
9,16,स्वधा,तर्पण,svadhā,Tarpan
9,16,अहम्,मैं,aham,I
9,16,औषधाम्,जड़ी,auṣadhām,herb
9,16,मन्त्र,वैदिक मंत्र,mantra,vedic mantra
9,16,अहम्,मैं,aham,I
9,16,एव,निश्चय ही,eva,tentu Saja
9,16,आश्यम्,घी,āśyam,Ghee
9,16,अहम्,मैं,aham,I
9,16,पिता,पिता,pitā,Father
9,16,अहम्,मैं,aham,I
9,16,अस्य,इसका,asya,Its
9,16,जगतः,ब्रह्माण्ड,jagataḥ,universe
9,16,माता,माता,mātā,Mother
9,16,धाता,रक्षक,dhātā,guard
9,16,पितामहः,दादा,pitāmahaḥ,Grandfather
9,16,वेद्यम्,ज्ञान का लक्ष्य,vedyam,goal of knowledge
9,16,पवित्रम्,शुद्ध करने वाला,pavitram,purifier
9,16,ओङ्कारः,पवित्र मंत्र ओम,oṅkāraḥ,sacred mantra om
9,16,ऋक्,ऋग्वेदा,ṛk,Rigveda
9,16,साम,सामवेदा,sāma,Samveda
9,16,यजुः,यजुर्वेदा,yajuḥ,yajurveda
9,16,एव,निश्चय ही,eva,tentu Saja
9,16,च,तथा।,ca,And.
9,17,अहम्,मैं,aham,I
9,17,क्रतुः,वैदिक कर्मकाण्ड,kratuḥ,Vedic rituals
9,17,अहम्,मैं,aham,I
9,17,यज्ञः,समस्त यज्ञ,yajñaḥ,all sacrifice
9,17,स्वधा,तर्पण,svadhā,Tarpan
9,17,अहम्,मैं,aham,I
9,17,औषधाम्,जड़ी,auṣadhām,herb
9,17,मन्त्र,वैदिक मंत्र,mantra,vedic mantra
9,17,अहम्,मैं,aham,I
9,17,एव,निश्चय ही,eva,tentu Saja
9,17,आश्यम्,घी,āśyam,Ghee
9,17,अहम्,मैं,aham,I
9,17,पिता,पिता,pitā,Father
9,17,अहम्,मैं,aham,I
9,17,अस्य,इसका,asya,Its
9,17,जगतः,ब्रह्माण्ड,jagataḥ,universe
9,17,माता,माता,mātā,Mother
9,17,धाता,रक्षक,dhātā,guard
9,17,पितामहः,दादा,pitāmahaḥ,Grandfather
9,17,वेद्यम्,ज्ञान का लक्ष्य,vedyam,goal of knowledge
9,17,पवित्रम्,शुद्ध करने वाला,pavitram,purifier
9,17,ओङ्कारः,पवित्र मंत्र ओम,oṅkāraḥ,sacred mantra om
9,17,ऋक्,ऋग्वेदा,ṛk,Rigveda
9,17,साम,सामवेदा,sāma,Samveda
9,17,यजुः,यजुर्वेदा,yajuḥ,yajurveda
9,17,एव,निश्चय ही,eva,tentu Saja
9,17,च,तथा।,ca,And.
9,18,गति:,परम लक्ष्य,gati:,ultimate aim
9,18,भर्ता,पालक,bhartā,spinach
9,18,प्रभुः,स्वामी,prabhuḥ,owner
9,18,साक्षी,गवाह,sākṣī,Witness
9,18,निवासः,धाम,nivāsaḥ,Dham
9,18,शरणम्,शरण,śaraṇam,asylum
9,18,सुहृत्,परम मित्र,suhṛt,best friend
9,18,प्रभवः,मूल,prabhavaḥ,Original
9,18,प्रलयः,संहार,pralayaḥ,extermination
9,18,स्थानम्,भण्डारग्रह,sthānam,storage planet
9,18,निधानम्,"आश्रय, स्थल",nidhānam,A place for shelter
9,18,बीजम्,"बीज, कारण कारण",bījam,"seed, cause cause"
9,18,अव्ययम्,अविनाशी।,avyayam,Indestructible.
9,19,तपामि,गर्मी पहुँचाता हूँ,tapāmi,I provide warmth
9,19,अहम्,मैं,aham,I
9,19,अहम्,मैं,aham,I
9,19,वर्षम्,वर्षा,varṣam,Rain
9,19,निगृह्णामि,रोकना,nigṛhṇāmi,prevent
9,19,उत्सृजामि,लाता हूँ,utsṛjāmi,I will bring
9,19,च,और,ca,And
9,19,अमृतम्,अमरत्व,amṛtam,immortality
9,19,च,और,ca,And
9,19,एव,निश्चय ही,eva,tentu Saja
9,19,मृत्युः,मृत्यु,mṛtyuḥ,death
9,19,च,और,ca,And
9,19,सत्,शाश्वत आत्मा,sat,eternal soul
9,19,असत्,अस्थायी पदार्थ,asat,floating substance
9,19,च,तथा,ca,And
9,19,अहम्,मैं,aham,I
9,19,अर्जुन,अर्जुन।,arjuna,Arjun.
9,20,त्रै,विद्या:,trai,Knowledge:
9,20,माम्,मुझको,mām,me
9,20,सोम,पा:,soma,Pa:
9,20,पूत,पवित्र,pūta,Holy
9,20,पापा:,पापों का,pāpā:,of sins
9,20,यज्ञैः,यज्ञों द्वारा,yajñaiḥ,through sacrifices
9,20,इष्ट्वा,आराधना करके,iṣṭvā,by worshiping
9,20,स्व:,गतिम्,sva:,dynamic
9,20,प्रार्थयन्ते,प्रार्थना करते हैं,prārthayante,let's pray
9,20,ते,वे,te,They
9,20,पुण्यम्,पवित्र,puṇyam,Holy
9,20,सुर,इन्द्र,sura,Indra
9,20,लोकम्,लोक को,lokam,to the people
9,20,अश्नन्ति,भोग करते हैं,aśnanti,enjoy
9,20,दिव्यान्,दैवी,divyān,divine
9,20,दिवि,स्वर्ग में,divi,In heaven
9,20,देव,भोगान्,deva,enjoyment
9,21,ते,वे,te,They
9,21,तम्,उसको,tam,For him
9,21,भुक्त्वा,भोग करके,bhuktvā,after enjoying
9,21,स्वर्ग,लोकम् स्वर्ग,svarga,lokam heaven
9,21,विशालम्,गहन,viśālam,intense
9,21,क्षीणे,समाप्त हो जाने पर,kṣīṇe,upon completion
9,21,पुण्ये,पुण्य और पाप कर्म,puṇye,virtuous and sinful deeds
9,21,मर्त्य,लोकम्,martya,Lokam
9,21,विशन्ति,लौट आते हैं,viśanti,come back
9,21,एवम्,इस प्रकार,evam,Thus
9,21,त्रयी,धर्म,trayī,Religion
9,21,अनुप्रपन्नाः,पालन करना,anuprapannāḥ,Obey
